product_id,warehouse_id,supplier_id,category,abc_class,base_inventory,base_lost_sales,base_service,selected_scenario,selected_inventory,selected_lost_sales,selected_service,budget_uplift,selected_delta_inventory,selected_lost_sales_improvement,selected_service_improvement
SKU-0001,WH-LIS,SUP-007,Beverages,A,9255.789963908515,44968.39895550666,0.8849303297782917,Balanced Baseline,9255.789963908515,44968.39895550666,0.8849303297782917,0.0,0.0,0.0,0.0
SKU-0001,WH-LYON,SUP-007,Beverages,A,6876.837493870021,33162.916849904024,0.8849303297782918,Balanced Baseline,6876.837493870021,33162.916849904024,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0001,WH-MAD,SUP-007,Beverages,A,8121.434462791085,39383.524464661634,0.8849303297782919,Balanced Baseline,8121.434462791085,39383.524464661634,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0001,WH-PORTO,SUP-007,Beverages,A,7877.400428126455,38125.51948573035,0.8849303297782919,Balanced Baseline,7877.400428126455,38125.51948573035,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0002,WH-LIS,SUP-012,Snacks,A,17110.308149030512,95864.43309036196,0.8849303297782916,Balanced Baseline,17110.308149030512,95864.43309036196,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0002,WH-LYON,SUP-012,Snacks,A,14719.31734817271,81929.13134938755,0.8849303297782918,Balanced Baseline,14719.31734817271,81929.13134938755,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0002,WH-MAD,SUP-012,Snacks,A,18887.265218153265,104547.0374513188,0.8849303297782918,Balanced Baseline,18887.265218153265,104547.0374513188,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0002,WH-PORTO,SUP-012,Snacks,A,15225.778294040028,85786.14728495861,0.8849303297782916,Balanced Baseline,15225.778294040028,85786.14728495861,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0003,WH-LIS,SUP-002,Personal Care,A,61548.18971129267,198282.56141680336,0.8849303297782914,Balanced Baseline,61548.18971129267,198282.56141680336,0.8849303297782914,0.0,0.0,0.0,0.0
SKU-0003,WH-LYON,SUP-002,Personal Care,A,51914.04883732884,165812.53649027616,0.8849303297782918,Balanced Baseline,51914.04883732884,165812.53649027616,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0003,WH-MAD,SUP-002,Personal Care,A,55050.708435887536,177876.26422629782,0.8849303297782916,Balanced Baseline,55050.708435887536,177876.26422629782,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0003,WH-PORTO,SUP-002,Personal Care,A,48463.47544489911,155933.25834833345,0.8849303297782919,Balanced Baseline,48463.47544489911,155933.25834833345,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0004,WH-LIS,SUP-006,Household,A,54320.63397825148,227162.93938914177,0.8849303297782918,Balanced Baseline,54320.63397825148,227162.93938914177,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0004,WH-LYON,SUP-006,Household,A,44448.398133736926,182204.63481195032,0.8849303297782918,Balanced Baseline,44448.398133736926,182204.63481195032,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0004,WH-MAD,SUP-006,Household,A,51824.024224159766,215126.02753604023,0.8849303297782916,Balanced Baseline,51824.024224159766,215126.02753604023,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0004,WH-PORTO,SUP-006,Household,A,49210.78805595772,204690.51355255797,0.8849303297782918,Balanced Baseline,49210.78805595772,204690.51355255797,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0005,WH-LIS,SUP-003,Frozen,A,9441.586466898416,31583.793048386266,0.8849303297782916,Balanced Baseline,9441.586466898416,31583.793048386266,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0005,WH-LYON,SUP-003,Frozen,A,7170.591808574488,24004.06930265963,0.8849303297782918,Balanced Baseline,7170.591808574488,24004.06930265963,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0005,WH-MAD,SUP-003,Frozen,A,8714.540038232668,29335.762610632915,0.8849303297782916,Balanced Baseline,8714.540038232668,29335.762610632915,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0005,WH-PORTO,SUP-003,Frozen,A,8613.538815557333,28951.835669835094,0.8849303297782916,Balanced Baseline,8613.538815557333,28951.835669835094,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0006,WH-LIS,SUP-007,Dairy,A,21714.326606430935,65274.00135580971,0.8849303297782919,Balanced Baseline,21714.326606430935,65274.00135580971,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0006,WH-LYON,SUP-007,Dairy,A,15122.221663793767,44724.78458030708,0.8849303297782918,Balanced Baseline,15122.221663793767,44724.78458030708,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0006,WH-MAD,SUP-007,Dairy,A,17671.3645892361,52826.64627279789,0.8849303297782918,Balanced Baseline,17671.3645892361,52826.64627279789,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0006,WH-PORTO,SUP-007,Dairy,A,19316.60072124186,57476.70186407411,0.8849303297782918,Balanced Baseline,19316.60072124186,57476.70186407411,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0007,WH-LIS,SUP-005,Pet Care,A,57471.215229733345,239631.39865614928,0.8849303297782916,Balanced Baseline,57471.215229733345,239631.39865614928,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0007,WH-LYON,SUP-005,Pet Care,A,32920.94118900143,134572.5645569747,0.8849303297782916,Balanced Baseline,32920.94118900143,134572.5645569747,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0007,WH-MAD,SUP-005,Pet Care,A,49112.60235428516,204305.48144512143,0.8849303297782916,Balanced Baseline,49112.60235428516,204305.48144512143,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0007,WH-PORTO,SUP-005,Pet Care,A,40066.52755484663,165165.80160161087,0.8849303297782919,Balanced Baseline,40066.52755484663,165165.80160161087,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0008,WH-LIS,SUP-004,Health,A,102079.92067787274,474001.3376233028,0.8849303297782917,Balanced Baseline,102079.92067787274,474001.3376233028,0.8849303297782917,0.0,0.0,0.0,0.0
SKU-0008,WH-LYON,SUP-004,Health,A,76164.91697654466,350263.89421197,0.8849303297782918,Balanced Baseline,76164.91697654466,350263.89421197,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0008,WH-MAD,SUP-004,Health,A,92390.8458489422,427211.572376323,0.8849303297782918,Balanced Baseline,92390.8458489422,427211.572376323,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0008,WH-PORTO,SUP-004,Health,A,88810.73552022944,410554.1419909298,0.8849303297782916,Balanced Baseline,88810.73552022944,410554.1419909298,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0009,WH-LIS,SUP-005,Beverages,A,32243.748865058275,162596.14847501362,0.8849303297782918,Balanced Baseline,32243.748865058275,162596.14847501362,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0009,WH-LYON,SUP-005,Beverages,A,25426.850394105244,127813.6905016982,0.8849303297782919,Balanced Baseline,25426.850394105244,127813.6905016982,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0009,WH-MAD,SUP-005,Beverages,A,28055.65698826778,140814.17826173987,0.8849303297782917,Balanced Baseline,28055.65698826778,140814.17826173987,0.8849303297782917,0.0,0.0,0.0,0.0
SKU-0009,WH-PORTO,SUP-005,Beverages,A,24737.80981717158,125108.93172143676,0.8849303297782918,Balanced Baseline,24737.80981717158,125108.93172143676,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0010,WH-LIS,SUP-001,Snacks,A,15754.72413365642,76170.90758003072,0.8849303297782919,Balanced Baseline,15754.72413365642,76170.90758003072,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0010,WH-LYON,SUP-001,Snacks,A,13093.978838315192,61889.44308973845,0.8849303297782916,Balanced Baseline,13093.978838315192,61889.44308973845,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0010,WH-MAD,SUP-001,Snacks,A,13958.814672625746,66106.54422950758,0.8849303297782916,Balanced Baseline,13958.814672625746,66106.54422950758,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0010,WH-PORTO,SUP-001,Snacks,A,13397.53166737337,64512.984904813056,0.8849303297782919,Balanced Baseline,13397.53166737337,64512.984904813056,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0011,WH-LIS,SUP-010,Personal Care,A,32169.047126120902,136630.6015054939,0.8849303297782916,Balanced Baseline,32169.047126120902,136630.6015054939,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0011,WH-LYON,SUP-010,Personal Care,A,20684.920339293007,87505.05600112655,0.8849303297782918,Balanced Baseline,20684.920339293007,87505.05600112655,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0011,WH-MAD,SUP-010,Personal Care,A,23910.49474076439,100727.52248101291,0.8849303297782916,Balanced Baseline,23910.49474076439,100727.52248101291,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0011,WH-PORTO,SUP-010,Personal Care,A,24512.53558199517,103262.42075144526,0.8849303297782918,Balanced Baseline,24512.53558199517,103262.42075144526,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0012,WH-LIS,SUP-003,Household,A,27561.599498930365,95013.44319936636,0.8849303297782918,Balanced Baseline,27561.599498930365,95013.44319936636,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0012,WH-LYON,SUP-003,Household,A,22880.946175808593,78985.12362777907,0.8849303297782918,Balanced Baseline,22880.946175808593,78985.12362777907,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0012,WH-MAD,SUP-003,Household,A,29853.401492002435,103152.20082689052,0.8849303297782919,Balanced Baseline,29853.401492002435,103152.20082689052,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0012,WH-PORTO,SUP-003,Household,A,27088.93826890157,93760.36301424968,0.8849303297782918,Balanced Baseline,27088.93826890157,93760.36301424968,0.8849303297782918,0.0,0.0,0.0,0.0
