forecast_date,days_ahead,forecast_q10,forecast_q50,forecast_q90,forecast_mean,forecast_sigma,product_id,warehouse_id,supplier_id,category,abc_class
2026-01-01,1,39.97595207920028,65.15490943232986,90.33386678545943,65.15490943232986,19.64724481642662,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-02,2,36.898339427209834,63.60465665861704,90.31097389002424,63.60465665861704,20.839050061991262,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-03,3,31.388997835348636,59.53992795743158,87.69085807951453,59.53992795743158,21.966287490055148,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-04,4,28.05587271307274,57.58081730933298,87.10576190559321,57.58081730933298,23.03843668101915,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-05,5,35.9849099596956,66.82270884492858,97.66050773016157,66.82270884492858,24.062862325893487,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-06,6,38.175448441176684,70.27244716005873,102.36944587894078,70.27244716005873,25.045421176823506,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-07,7,29.766215282251117,63.07484499639211,96.38347471053311,63.07484499639211,25.99086186593386,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-08,8,30.677202140405768,65.15490943232986,99.63261672425395,65.15490943232986,26.90309794695827,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-09,9,27.996233683407432,63.60465665861704,99.21307963382665,63.60465665861704,27.785400082655016,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-10,10,22.835605685316608,59.53992795743158,96.24425022954655,59.53992795743158,28.640534847708082,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-11,11,19.81238127963863,57.58081730933298,95.34925333902733,57.58081730933298,29.470867224639928,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-12,12,28.019329522980932,66.82270884492858,105.62608816687623,66.82270884492858,30.278437766534974,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-13,13,30.46101998799174,70.27244716005873,110.08387433212573,70.27244716005873,31.065021683422447,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-14,14,22.280271580916448,63.07484499639211,103.86941841186777,63.07484499639211,31.832174773349717,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-15,15,23.400332355984403,65.15490943232986,106.90948650867531,65.15490943232986,32.58126961017108,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-16,16,20.91165730862626,63.60465665861704,106.29765600860782,63.60465665861704,33.31352440106319,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-17,17,15.928694540201185,59.53992795743158,103.15116137466197,59.53992795743158,34.03002625079517,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-18,18,13.07028859032097,57.58081730933298,102.09134602834499,57.58081730933298,34.731750103318774,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-19,19,21.43069794521373,66.82270884492858,112.21471974464345,66.82270884492858,35.419574303610126,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-20,20,24.015748832209262,70.27244716005873,116.52914548790821,70.27244716005873,36.09429348884023,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-21,21,15.969329110590458,63.07484499639211,110.18036088219375,63.07484499639211,36.75662934856935,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-22,22,17.215602871415243,65.15490943232986,113.09421599324448,65.15490943232986,37.40723966931648,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-23,23,14.845815406848232,63.60465665861704,112.36349791038585,63.60465665861704,38.04672598644015,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-24,24,9.975100842944116,59.53992795743158,109.10475507191904,59.53992795743158,38.67564009679524,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-25,25,7.222902603073834,57.58081730933298,107.93873201559212,57.58081730933298,39.29448963285324,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-26,26,15.684004713549676,66.82270884492858,117.96141297630749,66.82270884492858,39.90374285848367,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-27,27,18.36469680512088,70.27244716005873,122.18019751499659,70.27244716005873,40.50383281524802,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-28,28,10.409277178467747,63.07484499639211,115.74041281431647,63.07484499639211,41.09516092358244,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-29,29,11.74227496951545,65.15490943232986,118.56754389514427,65.15490943232986,41.678100123982524,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-30,30,9.455261399463232,63.60465665861704,117.75405191777085,63.60465665861704,42.252997628029746,SKU-0043,WH-LIS,SUP-005,Personal Care,B
2026-01-01,1,32.05547122540108,49.27227315200205,66.48907507860302,49.27227315200205,13.434341925433664,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-02,2,34.66947072751566,52.9306468164834,71.19182290545115,52.9306468164834,14.249271414379326,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-03,3,28.439908002900385,47.688877734414945,66.93784746592951,47.688877734414945,15.02005088912254,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-04,4,23.849138686192227,44.037628458764125,64.22611823133602,44.037628458764125,15.753162272477674,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-05,5,30.521101729841565,51.60729159121094,72.69348145258031,51.60729159121094,16.453641373695888,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-06,6,26.854861242836474,48.80206348918653,70.74926573553658,48.80206348918653,17.12549290751598,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-07,7,24.779607309020406,47.555295443842354,70.3309835786643,47.555295443842354,17.771963881253058,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-08,8,25.69719619375766,49.27227315200205,72.84735011024644,49.27227315200205,18.39573029449351,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-09,9,28.582412031193076,52.9306468164834,77.27888160177373,52.9306468164834,18.999028552505766,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-10,10,22.591291780142402,47.688877734414945,72.78646368868749,47.688877734414945,19.583750376526773,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-11,11,18.212425568862667,44.037628458764125,69.86283134866558,44.037628458764125,20.151512888150496,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-12,12,25.074417870540366,51.60729159121094,78.1401653118815,51.60729159121094,20.70371137145412,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-13,13,21.579909433169444,48.80206348918653,76.02421754520361,48.80206348918653,21.241559674931164,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-14,14,19.66088820830491,47.555295443842354,75.4497026793798,47.555295443842354,21.76612161812124,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-15,15,20.721437111800352,49.27227315200205,77.82310919220375,49.27227315200205,22.27833573600209,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-16,16,23.738138836404737,52.9306468164834,82.12315479656206,52.9306468164834,22.779035011106398,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-17,17,17.86850205369233,47.688877734414945,77.50925341513756,47.688877734414945,23.268962781103802,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-18,18,13.602334977151216,44.037628458764125,74.47292194037703,44.037628458764125,23.748785690632207,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-19,19,20.56926051827744,51.60729159121094,82.64532266414443,51.60729159121094,24.219104332133345,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-20,20,17.172778697132472,48.80206348918653,80.43134828124059,48.80206348918653,24.680462060543828,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-21,21,15.345608391197175,47.555295443842354,79.76498249648753,47.555295443842354,25.133352350872862,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-22,22,16.492458881603653,49.27227315200205,82.05208742240045,49.27227315200205,25.57822498267441,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-23,23,19.590453248144733,52.9306468164834,86.27084038482207,52.9306468164834,26.01549127223033,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-24,24,13.7975692505755,47.688877734414945,81.5801862182544,47.688877734414945,26.44552852575792,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-25,25,9.60402460556218,44.037628458764125,78.47123231196608,44.037628458764125,26.868683850867328,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-26,26,16.63980157703176,51.60729159121094,86.57478160539011,51.60729159121094,27.285277435808524,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-27,27,13.308717049829802,48.80206348918653,84.29540992854325,48.80206348918653,27.69560538461337,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-28,28,11.54377055198762,47.555295443842354,83.56682033569709,47.555295443842354,28.099942179502932,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-29,29,12.749920974066555,49.27227315200205,85.79462532993755,49.27227315200205,28.49854282875865,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-30,30,15.904514258766476,52.9306468164834,89.95677937420032,52.9306468164834,28.891644747812023,SKU-0043,WH-PORTO,SUP-005,Personal Care,B
2026-01-01,1,37.57687635947232,60.0705722911413,82.56426822281028,60.0705722911413,17.551924195972713,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-02,2,39.310323213455405,63.16849060430249,87.02665799514958,63.16849060430249,18.616626932766817,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-03,3,32.56490583646015,57.7136224206713,82.86233900488244,57.7136224206713,19.623647819059162,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-04,4,33.47841516585858,59.85461163950266,86.23080811314674,59.85461163950266,20.581455466004144,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-05,5,41.521135198301586,69.07017392925502,96.61921266020846,69.07017392925502,21.49662914207152,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-06,6,31.27374950517724,59.94769812727793,88.62164674937863,59.94769812727793,22.374400994091552,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-07,7,42.05986256767494,71.81622531862567,101.5725880695764,71.81622531862567,23.219013226600556,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-08,8,29.269810632548094,60.0705722911413,90.87133394973452,60.0705722911413,24.03396202438745,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-09,9,31.35760074983971,63.16849060430249,94.97938045876528,63.16849060430249,24.82216924368909,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-10,10,24.923707691961482,57.7136224206713,90.50353714938112,57.7136224206713,25.586106412172043,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-11,11,26.114067741999193,59.85461163950266,93.59515553700612,59.85461163950266,26.327886293959065,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-12,12,34.40506038432838,69.07017392925502,103.73528747418166,69.07017392925502,27.049331823176043,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-13,13,24.38204205760934,59.94769812727793,95.51335419694652,59.94769812727793,27.752028888946676,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-14,14,35.37227264813105,71.81622531862567,108.26017798912028,71.81622531862567,28.437367368052502,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-15,15,22.76899751429643,60.0705722911413,97.37214706798618,60.0705722911413,29.106573453400934,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-16,16,25.028573517137147,63.16849060430249,101.30840769146783,63.16849060430249,29.760735433971895,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-17,17,18.753398217015274,57.7136224206713,96.67384662432733,57.7136224206713,30.40082447802225,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-18,18,20.090999321424178,59.85461163950266,99.61822395758114,59.85461163950266,31.02771155461136,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-19,19,28.5190869010909,69.07017392925502,109.62126095741914,69.07017392925502,31.642181335818332,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-20,20,18.624140030847784,59.94769812727793,101.27125622370808,59.94769812727793,32.244943713107276,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-21,21,29.734373549337576,71.81622531862567,113.89807708791376,71.81622531862567,32.836643409978784,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-22,22,17.24385115917005,60.0705722911413,102.89729342311256,60.0705722911413,33.41786806196274,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-23,23,19.609635735298745,63.16849060430249,106.72734547330623,63.16849060430249,33.98915505244866,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-24,24,13.434737700274049,57.7136224206713,101.99250714106856,57.7136224206713,34.55099733078689,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-25,25,14.867219776164696,59.85461163950266,104.84200350284061,59.85461163950266,35.10384839194543,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-26,26,23.385261526484406,69.07017392925502,114.75508633202563,69.07017392925502,35.648126560835365,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-27,27,13.575756008879196,59.94769812727793,106.31964024567667,59.94769812727793,36.184218696414916,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-28,28,24.767284731026677,71.81622531862567,118.86516590622466,71.81622531862567,36.71248340881653,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-29,29,12.354237509447131,60.0705722911413,107.78690707283548,60.0705722911413,37.233253865533634,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-30,30,14.793968388759993,63.16849060430249,111.54301281984499,63.16849060430249,37.74684024905822,SKU-0043,WH-MAD,SUP-005,Personal Care,B
2026-01-01,1,88.11096970797841,113.05384971059864,137.99672971321885,113.05384971059864,19.463032681030395,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-02,2,87.98646809611913,114.44238748438175,140.89830687264438,114.44238748438175,20.643663586817972,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-03,3,78.92361036307634,106.81059798331582,134.6975856035553,106.81059798331582,21.76033206154197,SKU-0001,WH-LIS,SUP-007,Beverages,A
