product_id,warehouse_id,supplier_id,category,abc_class,history_days_used,historical_daily_mean,historical_daily_std,forecast_daily_mean,forecast_daily_std,forecast_30d_q10,forecast_30d_q50,forecast_30d_q90,forecast_cv,uncertainty_band_rate,forecast_model
SKU-0098,WH-LYON,SUP-003,Snacks,C,180,20.9,12.313003527406373,16.420139055168526,22.669586392506524,2.3992375707405422,492.6041716550558,1364.1714896020153,1.395538959786022,2.764435078687987,ewma_dow_normal
SKU-0118,WH-PORTO,SUP-001,Dairy,C,180,5.022222222222222,2.982173395802448,4.58661489816956,5.467010288355218,0.7848253263482192,137.5984469450868,347.7861147617887,1.2029544139695652,2.521840159823336,ewma_dow_normal
SKU-0117,WH-LYON,SUP-011,Frozen,C,180,1.8944444444444444,1.1651226814452311,1.8356821336848255,2.0962946037228574,0.11518589631742904,55.07046401054476,135.66575294785653,1.1516998189798986,2.461402304973937,ewma_dow_normal
SKU-0102,WH-LYON,SUP-009,Dairy,C,180,19.36111111111111,11.410454820271733,18.42828180491772,20.44534176093945,7.061339625265058,552.8484541475316,1338.901246402322,1.1151770563785877,2.4090506119451787,ewma_dow_normal
SKU-0106,WH-LIS,SUP-010,Snacks,C,180,19.794444444444444,12.201152625385758,20.50176750245135,22.275017747581554,10.045837173757914,615.0530250735405,1471.4505410819477,1.099851011319785,2.376062947960386,ewma_dow_normal
SKU-0101,WH-LYON,SUP-004,Frozen,C,180,11.661111111111111,7.206579775082244,12.240449471034767,12.915394827381279,6.570426829555618,367.213484131043,863.7658179507564,1.0660491235383034,2.3343243866701364,ewma_dow_normal
SKU-0074,WH-LYON,SUP-001,Snacks,C,180,20.205555555555556,12.368954297590834,22.32981026754859,23.446533654697138,10.892672381558128,669.8943080264578,1571.3325653795964,1.0557005005905684,2.329382223884201,ewma_dow_normal
SKU-0061,WH-LYON,SUP-002,Frozen,C,180,9.344444444444445,6.068806792999022,10.543204826634893,10.93343965958265,6.118056702832501,316.2961447990468,736.6491461748136,1.0508106173875695,2.309642724024067,ewma_dow_normal
SKU-0092,WH-MAD,SUP-012,Household,C,180,15.327777777777778,9.09897812149086,16.48729020941626,16.986694876233596,8.124929204702646,494.6187062824878,1147.698468644456,1.0400243757244343,2.3039434719416323,ewma_dow_normal
SKU-0098,WH-LIS,SUP-003,Snacks,C,180,29.43888888888889,18.149646067893997,31.97405899427775,32.65796479741917,23.032572377160673,959.2217698283325,2214.807747237322,1.039365063871112,2.284951451062681,ewma_dow_normal
SKU-0113,WH-LYON,SUP-003,Beverages,C,180,11.583333333333334,6.783874241218685,13.197883400841514,13.351377897835645,8.118355413933884,395.93650202524543,909.2508794397106,1.0196731941021178,2.2759521272133667,ewma_dow_normal
SKU-0100,WH-MAD,SUP-002,Household,C,180,6.283333333333333,4.070983299883821,7.2051626581975565,7.289883318775575,4.754553602177086,216.1548797459267,496.42572114035585,1.0159112395439027,2.2746244179918587,ewma_dow_normal
SKU-0096,WH-LYON,SUP-002,Health,C,180,6.594444444444444,3.807809121287319,6.79437864644482,6.853048930103389,4.397047288202397,203.8313593933446,467.3074269471771,1.0137336161214896,2.2710459324645482,ewma_dow_normal
SKU-0094,WH-PORTO,SUP-007,Dairy,C,180,11.38888888888889,6.8081358566302095,12.155642018402707,12.26810090353417,8.742317183897446,364.6692605520812,836.3353781275814,1.0154044994184384,2.2694346644155634,ewma_dow_normal
SKU-0100,WH-PORTO,SUP-002,Household,C,180,5.377777777777778,2.9637579111540124,5.53041319665554,5.564276793024932,3.9317197437622156,165.9123958996662,379.83962495640395,1.0157417344099209,2.2657011441144403,ewma_dow_normal
SKU-0098,WH-MAD,SUP-003,Snacks,C,180,30.95,19.90852685009069,35.72244922150476,35.61167690519421,30.88733768368806,1071.6734766451427,2440.8194853307464,1.0051611231876858,2.248755987869844,ewma_dow_normal
SKU-0080,WH-LYON,SUP-003,Health,C,180,1.8777777777777778,1.0552108293964204,1.934891209018253,1.9200052617546404,1.4950690902798516,58.04673627054759,131.86430874221347,0.9982110473909198,2.245935741232739,ewma_dow_normal
SKU-0118,WH-LIS,SUP-001,Dairy,C,180,7.044444444444444,3.636903069294509,6.684811597142199,6.5813348780715915,5.0359960063125655,200.54434791426596,453.57394840524387,0.9887590019885489,2.236602312974107,ewma_dow_normal
SKU-0102,WH-LIS,SUP-009,Dairy,C,180,21.394444444444446,12.851753449577995,23.615622757243955,23.279837196671583,21.181465817738573,708.4686827173186,1603.4980368678555,0.9966997638596918,2.233431921057076,ewma_dow_normal
SKU-0102,WH-MAD,SUP-009,Dairy,C,180,20.522222222222222,13.026597439246984,24.210408434776706,23.83648456583967,22.641488965365102,726.3122530433012,1642.7427764162471,0.9996234670519265,2.230585097060582,ewma_dow_normal
SKU-0061,WH-MAD,SUP-002,Frozen,C,180,13.083333333333334,7.682145737259325,14.058426153603156,13.744055688887057,12.912501192871398,421.75278460809466,950.164267158856,0.9889797572085606,2.222277599985278,ewma_dow_normal
SKU-0074,WH-PORTO,SUP-001,Snacks,C,180,24.43888888888889,14.467518575436568,27.805602252588702,26.839684480175084,23.902115497796782,834.1680675776611,1866.0612575064056,0.9677873787642185,2.208378879040588,ewma_dow_normal
SKU-0106,WH-LYON,SUP-010,Snacks,C,180,14.477777777777778,9.11714914005258,16.862784925965585,16.336404431100792,17.963170246689106,505.88354777896757,1133.9618880003766,0.9881058102149272,2.2060387665370245,ewma_dow_normal
SKU-0119,WH-MAD,SUP-001,Pet Care,C,180,23.444444444444443,14.12245813277491,25.881876945444212,24.96750319718065,24.733414606055305,776.4563083633263,1736.3705926659268,0.9761489583794329,2.204421755124626,ewma_dow_normal
SKU-0119,WH-LIS,SUP-001,Pet Care,C,180,33.56111111111111,15.795892220733778,29.889983262297957,28.703011411904487,29.464010276741345,896.6994978689387,2000.2311741920607,0.9652319246050236,2.197801123563656,ewma_dow_normal
SKU-0073,WH-LYON,SUP-001,Beverages,C,180,19.63888888888889,10.252545065630331,19.140816090172457,18.458274732503956,25.340112486168266,574.2244827051737,1283.881409125957,0.9891765004536978,2.191723506303312,ewma_dow_normal
SKU-0111,WH-MAD,SUP-005,Pet Care,C,180,15.61111111111111,8.329384539281868,15.69215014021009,14.990461353968568,20.23144767161564,470.7645042063027,1047.0959806987303,0.9882367670159711,2.1812700912070313,ewma_dow_normal
SKU-0087,WH-LYON,SUP-003,Pet Care,C,180,8.5,4.146075751126385,7.9363817946631,7.462609127784714,8.271909154698417,238.09145383989298,525.0030061626907,0.9432985838360792,2.170305101986035,ewma_dow_normal
SKU-0074,WH-MAD,SUP-001,Snacks,C,180,28.144444444444446,15.489813636880085,29.53195096982953,27.950085535025526,41.60383916638115,885.9585290948859,1960.54280533041,0.976130065247807,2.1659467155019745,ewma_dow_normal
SKU-0118,WH-MAD,SUP-001,Dairy,C,180,6.138888888888889,3.3936580499001945,6.657773127879957,6.249748368961193,7.870813243395675,199.7331938363987,440.01443803145963,0.9491551054243282,2.1636044389398412,ewma_dow_normal
SKU-0092,WH-LYON,SUP-012,Household,C,180,10.494444444444444,6.620180103730932,12.658043744081139,11.799283277035414,14.702901394643503,379.74131232243417,833.3830110021029,0.9393205417011267,2.1558889776847012,ewma_dow_normal
SKU-0094,WH-MAD,SUP-007,Dairy,C,180,12.383333333333333,8.183834044309823,15.63231141951472,14.676255159699418,22.40911037001446,468.9693425854416,1033.220675872786,0.9625525195204125,2.155389433198635,ewma_dow_normal
SKU-0094,WH-LYON,SUP-007,Dairy,C,180,8.666666666666666,5.601276789802273,10.773406602888405,10.036854742380264,12.555107681958829,323.2021980866522,709.0846053338876,0.9431908959633072,2.155088986941808,ewma_dow_normal
SKU-0113,WH-PORTO,SUP-003,Beverages,C,180,12.094444444444445,6.67999366257872,12.906052283893759,11.969354120173682,14.953344460603756,387.1815685168128,847.3619038548017,0.9353472207521347,2.1499178346297025,ewma_dow_normal
SKU-0104,WH-LYON,SUP-008,Health,C,180,6.95,4.066864329536988,7.911040004425938,7.364924696282102,10.362093275272393,237.33120013277812,520.4871233719307,0.9510141310563615,2.1494225361489008,ewma_dow_normal
SKU-0075,WH-MAD,SUP-002,Personal Care,C,180,5.627777777777778,2.7907079567848143,5.690575190457747,5.26631806866,6.728314869633124,170.7172557137324,373.1890006801435,0.9279185355744769,2.1465942870181256,ewma_dow_normal
SKU-0061,WH-LIS,SUP-002,Frozen,C,180,12.36111111111111,7.143199202592669,13.937797269324866,12.904540947471135,16.88624898706579,418.13391807974597,914.2689576957271,0.9298366102751697,2.1461610022689275,ewma_dow_normal
SKU-0107,WH-LYON,SUP-002,Personal Care,C,180,28.466666666666665,13.387812351279527,25.98532027052248,23.964466328882995,32.85358155815507,779.5596081156743,1700.9105883523007,0.9344342955639724,2.1397427334981063,ewma_dow_normal
SKU-0098,WH-PORTO,SUP-003,Snacks,C,180,24.5,14.237608549426547,27.361719828228335,25.254414723475204,36.56710805519711,820.85159484685,1791.7966366203175,0.9309855910490104,2.138303122737553,ewma_dow_normal
SKU-0102,WH-PORTO,SUP-009,Dairy,C,180,19.011111111111113,10.298336845107313,20.177716519460372,18.548752217702205,25.26287903224743,605.3314955838111,1318.4669688886654,0.9222848602972455,2.136356854535033,ewma_dow_normal
SKU-0064,WH-LYON,SUP-005,Health,C,180,13.522222222222222,7.934406762739001,15.486706506033501,14.19782364880654,22.590949767054823,464.60119518100504,1010.4584889146303,0.9314904378240619,2.12626990501544,ewma_dow_normal
SKU-0097,WH-LIS,SUP-007,Beverages,C,180,21.016666666666666,9.904276487327593,20.222279553481762,18.46999744933225,27.78994189104095,606.6683866044528,1316.7760110083486,0.9237806257494687,2.1246962880855125,ewma_dow_normal
SKU-0073,WH-MAD,SUP-001,Beverages,C,180,24.461111111111112,12.62938131903348,25.787812008387775,23.489309689395398,36.37344095038801,773.6343602516332,1676.717208431832,0.918814495007037,2.1203088329064186,ewma_dow_normal
SKU-0106,WH-MAD,SUP-010,Snacks,C,180,20.616666666666667,11.420981867407129,22.775371677754546,20.66995453468629,31.08086788965317,683.2611503326364,1477.9495281425245,0.9151991350034467,2.1175924601427774,ewma_dow_normal
SKU-0062,WH-LYON,SUP-001,Dairy,C,180,19.52777777777778,9.420310018475833,18.81761466083893,16.840258586433492,28.13712262822784,564.5284398251679,1211.9782324937598,0.9039696058791192,2.097044234356311,ewma_dow_normal
SKU-0105,WH-LYON,SUP-010,Beverages,C,180,13.277777777777779,6.819341172617314,13.846476325798267,12.453218071212513,23.475229489119947,415.394289773948,894.177523230869,0.9172137560350914,2.0960863333378357,ewma_dow_normal
SKU-0074,WH-LIS,SUP-001,Snacks,C,180,26.988888888888887,14.016745328232368,28.713360303157067,25.643781795560997,42.66265026855798,861.400809094712,1847.3156702922713,0.8990907263430266,2.095021273453772,ewma_dow_normal
SKU-0078,WH-PORTO,SUP-006,Dairy,C,180,6.272222222222222,2.955594176063694,5.906282543332128,5.26490902760332,8.582567467473652,177.18847629996384,379.6060485032118,0.898351319963112,2.0939481437135306,ewma_dow_normal
SKU-0106,WH-PORTO,SUP-010,Snacks,C,180,17.683333333333334,9.710602970766846,19.78910891797604,17.608777984501263,30.903521733553532,593.6732675392813,1270.6699773402274,0.8980962366115951,2.088297592959486,ewma_dow_normal
SKU-0073,WH-PORTO,SUP-001,Beverages,C,180,21.227777777777778,10.475739760310983,21.538386839140063,19.134808569705925,33.82204156189779,646.1516051742019,1381.8189215412874,0.899598767636587,2.0861928828853884,ewma_dow_normal
SKU-0113,WH-MAD,SUP-003,Beverages,C,180,15.733333333333333,8.945895722583044,18.06119949506427,15.849576572188278,30.568520285146963,541.8359848519281,1151.1974749311355,0.8866760877644146,2.06820695925582,ewma_dow_normal
SKU-0109,WH-LIS,SUP-008,Frozen,C,180,26.494444444444444,13.605986696719565,28.090576508412365,24.438487769973538,47.330583699367466,842.717295252371,1782.2927630869356,0.8792796047093697,2.058771297517982,ewma_dow_normal
SKU-0105,WH-MAD,SUP-010,Beverages,C,180,17.733333333333334,9.658180311392737,20.21600122969753,17.64250728046282,36.25825859115986,606.4800368909258,1284.7735216531999,0.8868930510991235,2.058625489904762,ewma_dow_normal
SKU-0104,WH-PORTO,SUP-008,Health,C,180,7.188888888888889,3.632240622934088,7.534672648209483,6.572149254625933,14.702789296562795,226.0401794462845,478.71662443404387,0.8894302999419328,2.0527936063143497,ewma_dow_normal
SKU-0095,WH-LYON,SUP-003,Pet Care,C,180,4.772222222222222,2.372633912381971,5.1399084909359285,4.430317274830068,8.948629011066783,154.19725472807787,324.52765591061063,0.8660973613759241,2.0465930308296203,ewma_dow_normal
SKU-0087,WH-MAD,SUP-003,Pet Care,C,180,11.572222222222223,5.520940891752932,11.62971706645362,10.059576753511148,22.261111257642163,348.8915119936086,735.6475021089573,0.8805500176560431,2.0447226897981507,ewma_dow_normal
SKU-0079,WH-LYON,SUP-010,Pet Care,C,180,13.533333333333333,6.8783524076318905,14.56330286823025,12.521553556395187,26.316040796353228,436.89908604690754,918.309582944372,0.8670321406361202,2.0416466196320906,ewma_dow_normal
SKU-0060,WH-MAD,SUP-002,Household,B,180,61.45,28.29222508039974,58.71781690478608,50.53428977156763,108.06875127874254,1761.5345071435825,3704.4034522566926,0.8704208760983747,2.0415919679084737,ewma_dow_normal
SKU-0053,WH-MAD,SUP-008,Frozen,B,180,72.31666666666666,32.63210795020363,68.11886850588077,58.35591459714294,115.35813267130362,2043.566055176423,4287.14946649909,0.8596651153707825,2.0414272018565267,ewma_dow_normal
SKU-0111,WH-LYON,SUP-005,Pet Care,C,180,14.705555555555556,7.9451311271860865,16.612178279731186,14.23101456751201,32.46773889522686,498.3653483919355,1045.4987183404264,0.8710346691724059,2.0327074960446674,ewma_dow_normal
SKU-0082,WH-MAD,SUP-010,Snacks,C,180,15.105555555555556,8.116124527338467,17.047567654981638,14.576675034504996,32.84021973274247,511.4270296494491,1071.849850976592,0.8664335635019662,2.031589202385382,ewma_dow_normal
SKU-0092,WH-PORTO,SUP-012,Household,C,180,13.13888888888889,6.8867648053924455,14.806281340277728,12.564280973632076,27.3760704062803,444.1884402083318,927.2416587593447,0.8507439286184764,2.0258644910502674,ewma_dow_normal
SKU-0113,WH-LIS,SUP-003,Beverages,C,180,15.294444444444444,8.130016953690035,16.915631406857432,14.391680190743491,34.097086331742304,507.468942205723,1060.7793505836587,0.8599834462799723,2.0231430514534017,ewma_dow_normal
SKU-0064,WH-MAD,SUP-005,Health,C,180,18.966666666666665,9.569446257541637,20.427377670027948,17.274957283913867,38.281921115964465,612.8213301008384,1276.983786658316,0.849712699813119,2.021309971926933,ewma_dow_normal
