product_id,warehouse_id,supplier_id,category,region,service_risk_score,stockout_risk_score,excess_inventory_score,supplier_risk_score,working_capital_risk_score,governance_priority_score,risk_tier,main_risk_driver,recommended_action,fill_rate,stockout_rate,service_gap_rate,excess_day_rate,slow_moving_rate,dos_stretch,lost_sales_share,inventory_value_share,lost_sales_revenue,inventory_value_sum
SKU-0016,WH-LIS,SUP-002,Health,Portugal South,98.77907048817076,98.77907048817076,7.580680113046514,96.02684642340185,9.475850141308142,63.94865009921715,High,Service Risk,review reorder point and raise safety stock,0.7560888693959786,0.24391113060402134,0.24180052356738535,0.009575923392612859,0.0,0.23900820793433653,0.0529279384015069,0.00613875634982819,1840818.24,18317359.62
SKU-0016,WH-MAD,SUP-002,Health,Spain Central,99.5879398365351,99.5879398365351,6.292542397577577,96.02684642340185,7.865677996971971,63.78615284754513,High,Service Risk,review reorder point and raise safety stock,0.6451676498688221,0.35483235013117786,0.3517515354635204,0.004103967168262654,0.0,0.19474281805745552,0.06958911568433684,0.004509898911409165,2420289.12,13457031.93
SKU-0016,WH-PORTO,SUP-002,Health,Portugal North,98.99626201031211,98.99626201031211,6.872359669280321,96.02684642340185,8.590449586600402,63.7546052152392,High,Service Risk,review reorder point and raise safety stock,0.6795174271706574,0.32048257282934256,0.31774763649749843,0.009575923392612859,0.0,0.24803693570451438,0.05696385728276364,0.005181363569426995,1981186.32,15460607.07
SKU-0016,WH-LYON,SUP-002,Health,France South-East,98.96039891827458,98.96039891827458,5.830235720644959,96.02684642340184,7.287794650806198,63.30562675421826,High,Service Risk,review reorder point and raise safety stock,0.6530428883143554,0.3469571116856446,0.34398635788547227,0.0013679890560875513,0.0,0.20893160054719565,0.05627682908705965,0.00403743774411749,1957291.68,12047260.86
SKU-0048,WH-MAD,SUP-003,Health,Spain Central,94.58370057732238,95.581320428439,7.232828396560952,98.25809170536029,9.04103549570119,62.45089709024439,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7966253101736973,0.20337468982630272,0.19334920099255584,0.004103967168262654,0.0013679890560875513,0.3238362973096215,0.01793921044124236,0.005648303935801453,623920.5,16853904.69
SKU-0003,WH-MAD,SUP-002,Personal Care,Spain Central,95.33015235981762,95.33015235981762,4.768026379062343,96.02684642340186,5.9600329738279285,61.19489646057127,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7754233515554052,0.22457664844459482,0.22023810965294968,0.03419972640218878,0.0,0.3367216142270862,0.016477690980726017,0.0031309746517029628,573089.28,9342476.78
SKU-0003,WH-PORTO,SUP-002,Personal Care,Portugal North,95.0245275075101,95.0245275075101,4.687038776454956,96.02684642340186,5.858798470568694,61.02069917342775,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7811874711405264,0.2188125288594736,0.21461035862705863,0.04103967168262654,0.0,0.3556922024623803,0.014858926381525292,0.0030708609820542052,516789.12,9163104.34
SKU-0003,WH-LYON,SUP-002,Personal Care,France South-East,94.8378829737694,94.8378829737694,4.3220175141443,96.02684642340185,5.402521892680375,60.7833588640481,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7929650384906246,0.20703496150937542,0.2029083399585038,0.013679890560875513,0.0,0.32790697674418606,0.013949596146623191,0.0028139273991579727,485162.88,8396443.38
SKU-0048,WH-LYON,SUP-003,Health,France South-East,90.65635650552389,94.32967185456596,6.046001569757126,98.25809170536029,7.557501962196407,60.740438693637095,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.8153490420612199,0.18465095793878,0.17551123100638624,0.024623803009575923,0.0,0.33764979480164153,0.01174584906196718,0.004251445871200071,408517.2,12685837.08
SKU-0012,WH-MAD,SUP-003,Household,Spain Central,93.48816516539932,93.6125081863727,2.7219742368160524,98.25809170536029,3.402467796020065,59.88282542183413,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7943468278233146,0.2056531721766854,0.19917104652684423,0.04514363885088919,0.0,0.36843023255813956,0.009215171687489686,0.0019185533902574255,320500.98,5724747.88
SKU-0029,WH-LYON,SUP-002,Frozen,France South-East,91.73843868567039,91.73843868567039,7.448086544404251,96.02684642340185,3.4192053077282973,59.830206736891654,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7893604774455452,0.21063952255445484,0.20208955133448453,0.09712722298221614,0.0013679890560875513,0.42779297765617874,0.004887932073621682,0.0019247126568898015,170000.85,5743126.44
SKU-0012,WH-LYON,SUP-003,Household,France South-East,92.9355025604946,92.9355025604946,2.0170871635059386,98.25809170536029,2.1024123059556112,59.25006449276037,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7856964708816561,0.21430352911834394,0.20766334642723533,0.0533515731874145,0.0,0.37508618331053356,0.007328638882374513,0.0014957253340106991,254887.91999999998,4463076.44
SKU-0037,WH-LYON,SUP-003,Frozen,France South-East,92.16556564809594,92.16556564809594,2.549467471003848,98.25809170536029,3.1868343387548097,59.175483871448364,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7815304497307682,0.21846955026923173,0.20970695452132368,0.01094391244870041,0.0,0.31234017327861374,0.005647909990572534,0.0018409426010472308,196432.66,5493166.0
SKU-0037,WH-PORTO,SUP-003,Frozen,Portugal North,86.12657126048934,88.29744709704752,9.547685876684962,98.25809170536029,5.7017072090573,58.90679375639795,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.8306233984171258,0.16937660158287413,0.1626142821507132,0.09986320109439124,0.0,0.4466972184222526,0.0048813052209657785,0.002979856210261759,169770.37,8891556.32
SKU-0031,WH-LYON,SUP-003,Pet Care,France South-East,82.73153743530827,95.23153743530827,5.535522924999562,98.25809170536029,6.919403656249451,58.825043906974265,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7528269653171353,0.24717303468286467,0.23951785665862194,0.017783857729138167,0.005471956224350205,0.33575604195166436,0.01593696964899327,0.0037624243186589416,554283.15,11226651.68
SKU-0037,WH-MAD,SUP-003,Frozen,Spain Central,87.84798777929161,91.5286074405827,4.117126475213433,98.25809170536029,5.146408094016791,58.649712864029404,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.8222835912820615,0.17771640871793853,0.17053714263008363,0.012311901504787962,0.0,0.3521331509347925,0.005845933217504202,0.0026792461044144143,203319.85,7994569.52
SKU-0077,WH-MAD,SUP-003,Frozen,Spain Central,90.91598251245132,90.91598251245132,0.27024597331947203,98.25809170536029,3.5799415295768364,58.10869747632268,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7395369545859305,0.26046304541406945,0.23898874189034475,0.008207934336525308,0.02188782489740082,0.3583006535947712,0.003700601804507102,0.0010668282759224595,128705.85,3183295.78
